label,left_elbow,right_elbow,left_knee,right_knee,shoulder_distance,left_arm_length,right_arm_length
side_movement,85.36,93.65,134.41,149.77,0.2609,0.9518,1.0178
side_movement,78.49,85.2,137.34,152.0,0.2539,0.8864,0.9776
side_movement,74.66,84.4,138.43,152.3,0.2532,0.8077,0.9069
side_movement,77.4,85.67,136.73,153.13,0.2521,0.8096,0.8849
side_movement,82.88,86.21,136.49,155.21,0.2513,0.8408,0.8747
side_movement,88.88,88.66,135.96,154.62,0.2488,0.8783,0.898
side_movement,92.16,103.27,137.33,157.69,0.2748,0.913,1.0242
side_movement,88.62,102.48,141.59,162.06,0.284,0.9104,1.0235
side_movement,92.22,101.84,144.65,168.06,0.2972,0.9476,1.0142
side_movement,96.42,105.31,145.5,163.56,0.2955,1.0073,1.0538
side_movement,100.88,104.78,144.03,162.76,0.2929,1.0311,1.0743
side_movement,104.22,107.09,143.95,165.31,0.2905,1.028,1.1121
side_movement,107.78,110.57,142.21,161.88,0.2977,1.0335,1.1664
side_movement,108.35,111.58,140.98,163.34,0.3033,1.0109,1.1536
side_movement,108.29,114.81,141.64,164.85,0.3005,0.9868,1.1495
side_movement,111.23,114.19,142.21,164.27,0.2879,0.9632,1.1394
side_movement,99.92,112.97,141.55,165.57,0.2895,0.8347,1.0721
side_movement,97.64,111.44,142.18,164.26,0.2854,0.7845,1.0317
side_movement,100.95,113.83,142.6,160.87,0.2874,0.759,0.995
side_movement,103.46,117.77,142.91,159.55,0.2896,0.7447,0.9811
side_movement,109.16,119.39,142.09,158.6,0.2888,0.7502,0.9427
side_movement,112.67,121.66,142.21,156.69,0.2881,0.7685,0.9179
side_movement,120.13,126.19,142.86,158.35,0.2832,0.7918,0.9346
side_movement,116.9,127.68,137.88,159.12,0.278,0.555,0.6643
side_movement,115.7,126.88,137.77,154.11,0.2832,0.5522,0.5777
side_movement,116.12,138.3,139.18,152.62,0.2923,0.5767,0.5847
side_movement,124.61,144.69,142.33,150.34,0.2878,0.5468,0.549
side_movement,142.33,141.92,150.08,151.2,0.2913,0.5454,0.5066
side_movement,135.18,134.89,153.74,150.56,0.2922,0.5542,0.4988
side_movement,135.02,142.78,151.29,154.24,0.2946,0.5273,0.516
side_movement,131.97,134.34,149.13,154.18,0.2966,0.5404,0.5245
side_movement,138.14,145.2,149.92,155.88,0.2975,0.5241,0.5475
side_movement,136.71,146.04,148.6,155.57,0.3013,0.532,0.5636
side_movement,136.47,143.23,149.32,154.98,0.3012,0.5349,0.5529
side_movement,135.38,142.78,149.42,155.13,0.3008,0.5305,0.5467
side_movement,137.17,144.86,149.93,153.05,0.3006,0.5336,0.5516
side_movement,136.79,142.31,149.89,152.11,0.3002,0.5433,0.5457
side_movement,136.98,142.35,147.71,152.19,0.2995,0.5423,0.5511
side_movement,137.52,143.08,147.15,153.3,0.2995,0.5419,0.5485
side_movement,136.98,139.56,146.92,153.45,0.2995,0.5422,0.5427
side_movement,137.63,141.45,147.01,153.97,0.2989,0.5439,0.5471
side_movement,143.18,140.41,146.68,152.12,0.3009,0.5574,0.5486
side_movement,144.37,141.38,151.55,150.42,0.2987,0.5684,0.5442
side_movement,149.76,146.79,149.75,151.72,0.2966,0.5785,0.5471
side_movement,165.94,164.96,152.13,160.41,0.2867,0.5891,0.5363
side_movement,164.7,172.88,144.68,159.87,0.2772,0.6053,0.5935
side_movement,164.17,177.53,141.77,160.05,0.2688,0.5805,0.6104
side_movement,171.75,173.08,142.58,162.67,0.2568,0.5937,0.6349
side_movement,171.65,158.3,139.37,160.89,0.2447,0.6095,0.6473
side_movement,166.13,150.76,135.19,159.71,0.2407,0.6153,0.639
side_movement,158.4,139.14,135.6,158.64,0.2346,0.6063,0.6411
side_movement,151.28,130.51,139.0,160.76,0.2247,0.6191,0.6273
side_movement,113.51,81.42,141.63,162.13,0.2214,0.6139,0.625
side_movement,112.02,78.56,140.42,165.08,0.208,0.6443,0.5556
side_movement,109.54,74.51,138.48,163.63,0.2114,0.6609,0.5435
side_movement,116.29,74.85,140.89,165.26,0.2077,0.634,0.5007
side_movement,112.0,73.55,141.28,164.22,0.2141,0.6327,0.5746
side_movement,111.92,71.84,139.83,163.71,0.2179,0.6191,0.5551
side_movement,120.69,89.98,140.45,163.64,0.2192,0.5892,0.5428
side_movement,150.62,134.36,139.16,163.71,0.2183,0.611,0.6152
side_movement,158.63,141.89,139.27,162.5,0.2179,0.6303,0.6304
side_movement,170.25,140.77,139.45,164.69,0.2324,0.6285,0.6416
side_movement,174.03,144.43,138.64,165.69,0.2361,0.6329,0.6575
side_movement,173.26,155.17,138.2,164.3,0.2242,0.6735,0.6659
side_movement,175.21,161.31,139.74,165.42,0.2286,0.6834,0.6827
side_movement,170.76,172.69,150.2,165.46,0.2773,0.6001,1.1312
side_movement,173.28,173.22,150.61,165.63,0.2789,0.5858,1.1401
side_movement,173.4,167.99,149.09,165.81,0.2949,0.5684,0.8386
side_movement,164.58,165.95,147.91,166.76,0.3041,0.5405,0.7573
side_movement,146.08,162.45,147.23,163.07,0.3111,0.6008,0.6274
side_movement,116.71,126.87,141.47,152.7,0.2882,0.5836,0.538
side_movement,121.03,133.74,136.94,148.73,0.2935,0.5635,0.5587
side_movement,103.75,132.2,140.21,156.2,0.3032,0.6106,0.5968
side_movement,94.76,107.58,131.13,158.37,0.2974,0.6475,0.562
side_movement,98.18,118.38,128.13,151.83,0.3026,0.6746,0.6662
side_movement,104.76,105.95,129.04,156.69,0.3084,0.7047,0.6669
side_movement,107.69,104.14,119.2,154.26,0.3126,0.6806,0.6397
side_movement,114.22,115.27,126.89,161.5,0.306,0.6282,0.6328
side_movement,107.89,115.06,132.19,157.86,0.3039,0.58,0.6071
side_movement,114.5,112.41,133.19,152.86,0.3004,0.6458,0.6193
side_movement,92.45,99.23,130.34,152.45,0.2963,0.595,0.5938
side_movement,87.4,97.41,127.65,152.39,0.2958,0.5763,0.5971
side_movement,88.04,90.72,127.76,157.33,0.2936,0.559,0.5833
side_movement,88.61,93.79,131.83,158.53,0.2921,0.5637,0.5962
side_movement,90.05,97.82,131.92,157.39,0.2906,0.569,0.6108
side_movement,90.12,102.11,138.8,160.15,0.2895,0.5089,0.5225
side_movement,94.04,105.85,148.24,161.15,0.2879,0.4737,0.5107
side_movement,95.65,116.82,143.15,160.86,0.2854,0.5263,0.5682
side_movement,103.82,122.92,142.86,156.65,0.2861,0.5271,0.594
side_movement,117.86,139.25,142.22,154.29,0.299,0.6001,0.5674
side_movement,123.16,130.93,139.53,151.41,0.3011,0.6477,0.6179
side_movement,131.29,131.22,141.17,152.3,0.2929,0.6276,0.6405
side_movement,128.15,134.05,145.44,159.35,0.2893,0.5888,0.6468
side_movement,125.61,126.24,143.18,161.18,0.2865,0.5881,0.6679
side_movement,121.58,126.72,143.63,161.03,0.2853,0.5956,0.6756
side_movement,123.46,127.96,143.08,161.31,0.2934,0.6122,0.6697
side_movement,109.44,133.11,144.37,166.47,0.2946,0.6847,0.6384
side_movement,112.34,132.44,141.69,165.9,0.2942,0.7166,0.6491
side_movement,119.44,132.78,140.66,165.22,0.2926,0.691,0.6515
side_movement,122.4,132.05,139.87,164.31,0.295,0.6793,0.6465
side_movement,121.96,128.09,135.52,162.99,0.29,0.6625,0.6478
side_movement,127.34,130.05,132.75,162.19,0.2863,0.6405,0.6374
side_movement,134.25,125.5,122.07,143.62,0.2918,0.628,0.658
side_movement,133.48,132.8,119.66,142.56,0.2973,0.6089,0.6255
side_movement,138.44,142.51,110.53,133.1,0.3021,0.5912,0.6464
side_movement,144.21,144.94,105.64,131.81,0.304,0.5888,0.6595
side_movement,139.83,144.65,105.98,127.87,0.3039,0.6006,0.6678
side_movement,140.07,143.36,113.68,127.09,0.3063,0.6139,0.6621
side_movement,141.68,143.51,117.8,133.67,0.3073,0.6235,0.6666
side_movement,144.2,146.48,104.43,124.69,0.3077,0.6234,0.6616
side_movement,143.31,146.07,114.05,128.21,0.3065,0.6215,0.65
side_movement,146.27,140.7,112.16,127.35,0.3069,0.6136,0.6447
side_movement,149.17,136.42,113.5,126.32,0.3144,0.6127,0.6163
side_movement,148.92,134.86,117.73,129.9,0.3114,0.6251,0.6307
side_movement,152.9,139.79,102.71,117.14,0.3199,0.6377,0.66
side_movement,149.03,140.75,103.24,121.66,0.3107,0.6321,0.6213
side_movement,146.61,136.16,110.11,134.64,0.3082,0.6369,0.6214
side_movement,148.27,136.4,113.77,132.49,0.3123,0.6271,0.6278
side_movement,148.3,135.66,112.48,131.09,0.3119,0.6276,0.6153
side_movement,149.62,126.15,118.53,137.76,0.3267,0.6087,0.6179
side_movement,148.53,126.63,122.18,139.39,0.3217,0.6215,0.6194
side_movement,146.67,126.92,120.44,139.05,0.3185,0.6289,0.6273
side_movement,147.41,125.8,120.56,138.25,0.3228,0.6302,0.6306
side_movement,147.88,128.58,120.15,138.09,0.3191,0.6354,0.6276
side_movement,147.54,128.26,120.12,136.6,0.321,0.6378,0.6244
side_movement,146.56,128.61,120.77,132.85,0.3199,0.6402,0.6217
side_movement,145.56,125.61,124.33,138.26,0.3197,0.6456,0.6229
side_movement,145.21,124.58,124.21,135.46,0.32,0.6514,0.6281
side_movement,145.46,125.02,123.82,136.0,0.3189,0.6462,0.6245
side_movement,145.5,126.49,124.42,136.25,0.317,0.6395,0.6259
side_movement,145.68,130.25,118.03,130.79,0.3232,0.6308,0.6256
side_movement,144.95,132.25,106.64,119.51,0.3184,0.6391,0.6256
side_movement,143.68,140.09,100.97,119.9,0.3214,0.6396,0.6579
side_movement,138.82,136.56,106.04,132.91,0.3278,0.619,0.6597
side_movement,137.79,136.55,111.23,133.76,0.3293,0.6139,0.6586
side_movement,138.14,131.02,129.64,149.95,0.3428,0.6321,0.6681
side_movement,140.74,130.6,132.81,155.19,0.3701,0.6151,0.6672
